,squirrel_id,X,grid_year,grid,yearn,experiment,mid,locx,locy,litter,nest,n_pups,date,julian_date,year,t_return,return_lat,t_move,m_return,observer,nest_type,cones_counts,mustelid_tracks,LRS,ARS,mom_age,predator,locX,month,locY,local.density,scaled_lat,males,dist,age_sq,litter_id,average_growth,oft1,mis1
760,24002,563,KL_2021,KL,2021,control,n1.,n.4,1.1,1,2,3,5/26/21,146,nonmast,540,420,NA,n,KAC/SEL,wbr,12.98809524,36,NA,1,2,low predator,18.4,5,1.1,0.37669809,0.735397158,0.188349045,4.418144407,4,9847,NA,0.584551373,2.159216882
761,24002,833,KL_2022,KL,2022,NA,n1.?,NA,NA,2,1,2,8/29/22,NA,mast,NA,420,NA,n,NA,NA,0.119047619,305,NA,NA,3,high predator,NA,8,NA,0,0.735397158,0,NA,9,NA,NA,0.584551373,2.159216882
762,24002,834,KL_2022,KL,2022,NA,n1.,NA,NA,1,1,4,6/10/22,NA,mast,NA,420,NA,n,NA,NA,0.119047619,305,NA,NA,3,high predator,NA,6,NA,0,0.735397158,0,NA,9,NA,NA,0.584551373,2.159216882
771,24265,28,BT_2020,BT,2020,chickadee,B1.,B.0,1.5,1,1,3,5/4/20,125,nonmast,NA,420,NA,n,AMS,bucket,NA,13,0,0,1,low predator,2,5,1.5,0.941745225,0.735397158,0,NA,1,9777,NA,2.315908775,1.509817109
775,24360,323,JO_2020,JO,2020,rattle,K.10.,L.0,10,1,1,3,4/15/20,106,nonmast,300,300,360,y,AMS,grass ball,374.2142857,13,NA,NA,1,low predator,12,4,10,0,-0.144448568,0,1.077032961,1,9765,NA,1.105475936,1.283546618
777,24384,237,JO_2020,JO,2020,rattle,F.4.,F.3,4.7,1,1,4,4/2/20,93,nonmast,NA,420,NA,n,AnD/AMS,grass,374.2142857,13,NA,NA,1,low predator,9.3,4,4.7,0,0.735397158,0,NA,1,9655,NA,-2.740497735,1.221184634
778,24417,682,JO_2020,JO,2020,rattle,T.1,T.9,1,1,1,3,5/12/20,133,nonmast,180,180,NA,y,AMS,bucket,374.2142857,13,0,0,1,low predator,29.9,5,1,0,-1.024294293,0,9.2,1,9802,NA,3.874808504,-2.471369072
829,24897,867,JO_2022,JO,2022,NA,K10.,NA,NA,1,1,4,6/25/22,NA,mast,NA,420,NA,n,NA,NA,0,305,NA,NA,2,high predator,NA,6,NA,0,0.735397158,0,NA,4,NA,NA,-0.889744869,0.170717687
830,24897,866,JO_2022,JO,2022,NA,K10.,NA,NA,2,1,4,8/4/22,NA,mast,240,240,NA,y,NA,NA,0,305,NA,NA,2,high predator,NA,8,NA,0,-0.58437143,0,NA,4,NA,NA,-0.889744869,0.170717687
832,24940,868,SU_2022,SU,2022,NA,0.3,NA,NA,1,1,5,6/13/22,NA,mast,NA,420,NA,n,NA,NA,0.186046512,305,NA,NA,2,high predator,NA,6,NA,0,0.735397158,0,NA,4,NA,NA,-1.00397391,-2.487401242
868,25140,885,JO_2022,JO,2022,NA,Q9,NA,NA,2,2,2,8/23/22,NA,mast,NA,420,NA,n,NA,NA,0,305,NA,NA,2,high predator,NA,8,NA,0,0.735397158,0,NA,4,NA,NA,1.011812906,1.854193551
883,25186,186,KL_2021,KL,2021,control,F17,F.2,17,2,2,2,7/10/21,191,nonmast,NA,420,NA,n,SEL,wbr,12.98809524,36,NA,0,1,low predator,8.2,7,17,0,0.735397158,0,2.2,1,9910,NA,1.670308642,2.280764664
884,25186,894,KL_2022,KL,2022,NA,F17,NA,NA,1,2,4,7/16/22,NA,mast,NA,NA,NA,y,NA,NA,0.119047619,305,NA,NA,2,high predator,NA,7,NA,0,NA,0,NA,4,NA,NA,1.670308642,2.280764664
885,25186,830,KL_2022,KL,2022,NA,F17,NA,NA,1,1,5,6/20/22,NA,mast,NA,420,NA,n,NA,NA,0.119047619,36,NA,0,1,low predator,NA,6,NA,0,0.735397158,0,NA,1,NA,NA,1.670308642,2.280764664
886,25186,425,KL_2021,KL,2021,control,F17,E.9,17.1,2,1,2,6/14/21,165,nonmast,NA,420,NA,n,LLR/SEL,grass,12.98809524,305,NA,NA,2,high predator,14.9,6,17.1,0,0.735397158,0,8.90056178,4,9910,NA,1.670308642,2.280764664
889,25195,579,JO_2021,JO,2021,rattle,L.11,K.7,11.9,1,1,3,5/12/21,132,nonmast,NA,420,NA,n,DKZ,ground,15.20238095,36,0,0,1,low predator,18.7,5,11.9,0.941745225,0.735397158,0.37669809,6.760177512,1,9877,NA,-1.09219404,0.081246917
893,25216,896,JO_2022,JO,2022,NA,F.10.,NA,NA,1,1,4,6/26/22,NA,mast,NA,420,NA,n,NA,NA,0,305,NA,NA,2,high predator,NA,6,NA,0,0.735397158,0,NA,4,NA,NA,-1.244880651,-2.470303998
894,25216,422,JO_2021,JO,2021,rattle,F.10.,G.7,10,1,2,3,5/27/21,147,nonmast,NA,420,NA,n,MBB,wbr,15.20238095,36,NA,NA,1,low predator,14.7,5,10,1.13009427,0.735397158,0.37669809,8.215229759,1,9881,NA,-1.244880651,-2.470303998
895,25216,238,JO_2021,JO,2021,rattle,F.10.,F.3,10.6,1,1,3,5/17/21,137,nonmast,NA,420,NA,n,MDM,grass,15.20238095,36,NA,NA,1,low predator,9.3,5,10.6,0.941745225,0.735397158,0.37669809,2.801785145,1,9881,NA,-1.244880651,-2.470303998
896,25216,895,JO_2022,JO,2022,NA,F.10.,NA,NA,2,1,3,9/5/22,NA,mast,NA,420,NA,n,NA,NA,0,305,NA,NA,2,high predator,NA,9,NA,0,0.735397158,0,NA,4,NA,NA,-1.244880651,-2.470303998
901,25232,901,JO_2022,JO,2022,NA,R5.,NA,NA,2,2,3,9/10/22,NA,mast,60,60,NA,y,NA,NA,0,305,NA,NA,1,high predator,NA,9,NA,0,-1.904140018,0,NA,1,NA,NA,-0.327616287,-1.286189656
902,25232,903,JO_2022,JO,2022,NA,R5.,NA,NA,1,1,5,7/2/22,NA,mast,NA,420,NA,n,NA,NA,0,305,NA,NA,1,high predator,NA,7,NA,0,0.735397158,0,NA,1,NA,NA,-0.327616287,-1.286189656
903,25232,902,JO_2022,JO,2022,NA,R5.,NA,NA,2,1,3,8/22/22,NA,mast,NA,NA,NA,y,NA,NA,0,305,NA,NA,1,high predator,NA,8,NA,0,NA,0,NA,1,NA,NA,-0.327616287,-1.286189656
905,25239,907,KL_2022,KL,2022,NA,I11.,NA,NA,1,1,4,6/20/22,NA,mast,NA,NA,NA,y,NA,NA,0.119047619,305,NA,NA,1,high predator,NA,6,NA,0,NA,0,NA,1,NA,NA,2.073478867,-1.399984236
906,25239,905,KL_2022,KL,2022,NA,I11.,NA,NA,2,2,5,8/28/22,NA,mast,180,180,NA,y,NA,NA,0.119047619,305,NA,NA,1,high predator,NA,8,NA,0,-1.024294293,0,NA,1,NA,NA,2.073478867,-1.399984236
907,25239,906,KL_2022,KL,2022,NA,I11.,NA,NA,2,1,5,8/22/22,NA,mast,120,120,NA,y,NA,NA,0.119047619,305,NA,NA,1,high predator,NA,8,NA,0,-1.464217156,0,NA,1,NA,NA,2.073478867,-1.399984236
908,25245,908,KL_2022,KL,2022,NA,A10.?,NA,NA,1,2,1,7/23/22,NA,mast,NA,420,NA,n,NA,NA,0.119047619,305,NA,NA,1,high predator,NA,7,NA,0,0.735397158,0,NA,1,NA,NA,2.130268478,-0.025047174
909,25245,909,KL_2022,KL,2022,NA,J.5,NA,NA,1,1,5,6/28/22,NA,mast,NA,420,NA,n,NA,NA,0.119047619,305,NA,NA,1,high predator,NA,6,NA,0,0.735397158,0,NA,1,NA,NA,2.130268478,-0.025047174
910,25275,910,KL_2022,KL,2022,NA,I2.,NA,NA,1,2,6,8/1/22,NA,mast,120,120,NA,y,NA,NA,0.119047619,305,NA,NA,1,high predator,NA,8,NA,0,-1.464217156,0,NA,1,NA,NA,-2.790846029,-2.487401242
911,25275,911,KL_2022,KL,2022,NA,I2.,NA,NA,1,1,6,7/2/22,NA,mast,NA,420,NA,n,NA,NA,0.119047619,305,NA,NA,1,high predator,NA,7,NA,0,0.735397158,0,NA,1,NA,NA,-2.790846029,-2.487401242
914,25290,914,KL_2022,KL,2022,NA,O.2.,NA,NA,1,1,4,6/8/22,NA,mast,NA,420,NA,n,NA,NA,0.119047619,305,NA,NA,1,high predator,NA,6,NA,0,0.735397158,0,NA,1,NA,NA,2.461837319,0.289974789
917,25314,918,JO_2022,JO,2022,NA,F0,NA,NA,2,1,4,8/26/22,NA,mast,NA,420,NA,n,NA,NA,0,305,NA,NA,1,high predator,NA,8,NA,0,0.735397158,0,NA,1,NA,NA,0.275701816,1.300258944
918,25314,919,JO_2022,JO,2022,NA,F0,NA,NA,1,1,5,6/26/22,NA,mast,300,300,NA,y,NA,NA,0,305,NA,NA,1,high predator,NA,6,NA,0,-0.144448568,0,NA,1,NA,NA,0.275701816,1.300258944
919,25314,917,JO_2022,JO,2022,NA,E1.,NA,NA,2,2,3,9/18/22,NA,mast,NA,420,NA,n,NA,NA,0,305,NA,NA,1,high predator,NA,9,NA,0,0.735397158,0,NA,1,NA,NA,0.275701816,1.300258944
922,25334,922,KL_2022,KL,2022,NA,-11,NA,NA,1,1,5,6/23/22,NA,mast,NA,NA,NA,NA,NA,NA,0.119047619,305,NA,NA,1,high predator,NA,6,NA,0,NA,0,NA,1,NA,NA,-1.215058635,-0.101954105
923,25342,924,SU_2022,SU,2022,NA,A7,NA,NA,1,1,1,6/28/22,NA,mast,NA,420,NA,n,NA,NA,0.186046512,305,NA,NA,1,high predator,NA,6,NA,0,0.735397158,0,NA,1,NA,NA,-1.138793093,0.165837048
924,25342,923,SU_2022,SU,2022,NA,A7,NA,NA,1,2,1,7/23/22,NA,mast,NA,420,NA,n,NA,NA,0.186046512,305,NA,NA,1,high predator,NA,7,NA,0,0.735397158,0,NA,1,NA,NA,-1.138793093,0.165837048
